City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
668,Ballina,AU,73.58,moderate rain,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
670,Ampanihy,MG,86.67,light rain,-24.7,44.75,Angora Hotel
671,Port Augusta,AU,73.71,light rain,-32.5,137.7667,Majestic Oasis Apartments
673,Tecoanapa,MX,75.2,few clouds,16.5167,-98.75,Hotel Manglares
675,Voh,NC,79.52,moderate rain,-20.9667,164.7,Le gîte du Koniambo
676,Carutapera,BR,77.45,broken clouds,-1.195,-46.02,Lidera
684,Bela,IN,78.98,clear sky,25.9333,81.9833,Raj Bhawan
690,Axim,GH,79.56,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
692,Mwinilunga,ZM,67.77,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
693,Sassandra,CI,78.37,broken clouds,4.95,-6.0833,la terrasse
696,Hagere Selam,ET,61.34,few clouds,6.4833,38.5167,Tigist Fire Pension
697,Pala,TD,81.59,clear sky,9.3642,14.9046,Nectar Hôtel de Pala
699,Cairns,AU,88.07,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
700,Nelson Bay,AU,75.29,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
704,Macenta,GN,66.04,clear sky,8.5435,-9.471,Hôtel Yansané
705,Jaguaruna,BR,65.71,overcast clouds,-28.615,-49.0256,Pousada Recanto das Flores Jaguaruna
706,Nanakuli,US,75.15,clear sky,21.3906,-158.1547,Camp Pālehua
709,Mount Gambier,AU,66.18,broken clouds,-37.8333,140.7667,The Commodore
710,Sayyan,YE,60.35,broken clouds,15.1718,44.3244,متنزه و بحيرة سيان
712,Atar,MR,76.19,overcast clouds,20.5169,-13.0499,Oumou Elghoura
713,Zomin,UZ,63.01,scattered clouds,39.9606,68.3958,Orol hotel
715,Antofagasta,CL,61.88,broken clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
716,Cape Canaveral,US,64.04,broken clouds,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
718,Savannah Bight,HN,78.01,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
719,Misratah,LY,69.62,overcast clouds,32.3754,15.0925,Almasa Hotel
720,Gushikawa,JP,69.8,clear sky,26.3544,127.8686,Kirari Guest House
721,Luzhou,CN,60.98,clear sky,28.8724,105.4405,Shijichun Hotel
723,Rock Sound,BS,73.49,overcast clouds,24.9,-76.2,Rock Sound Club
724,Kampot,KH,87.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
726,Kapoeta,SS,88.63,broken clouds,4.7717,33.5903,Eastgate Hotel
729,Bangad,PH,88.56,broken clouds,15.5036,121.0275,Golden Rosas Retreat House and Catering Services
739,Mirandopolis,BR,73.99,overcast clouds,-21.1336,-51.1017,Hotel Piriquitu's
740,Marsa Matruh,EG,65.35,overcast clouds,31.3525,27.2453,Beau Site
741,Riohacha,CO,76.39,overcast clouds,11.5444,-72.9072,Hotel Taroa
746,Miandrivazo,MG,88.23,scattered clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
749,Cururupu,BR,75.56,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
751,Acandi,CO,73.63,overcast clouds,8.5063,-77.2778,Hotel Patio Bonito
752,Bubaque,GW,81.97,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
753,Cap Malheureux,MU,81.46,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
754,San Lorenzo,PY,70.74,mist,-25.3333,-57.5333,Hotel del Sur
755,Jacareacanga,BR,74.07,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
760,Mecca,SA,81.72,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
762,Joshimath,IN,63.25,clear sky,30.5667,79.5667,Shivalik Camps & Resort
772,Sundumbili,ZA,67.57,broken clouds,-29.1337,31.3975,The Plover Bed and Breakfast
773,Ambon,ID,87.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
774,Tomatlan,MX,69.17,clear sky,19.9333,-105.25,El Salvial
775,Katiola,CI,72.81,overcast clouds,8.1333,-5.1,Auberge Residence Yebin
776,Jeremie,HT,77.43,overcast clouds,18.65,-74.1167,Auberge’Inn
777,Bilma,NE,75.49,clear sky,18.6853,12.9164,Expeditions Ténére voyages
779,Alofi,NU,78.58,few clouds,-19.0595,-169.9187,Taloa Heights
781,Huarmey,PE,65.89,overcast clouds,-10.0681,-78.1522,Hotel Miramar
782,Chitipa,MW,89.44,overcast clouds,-9.7024,33.2697,Tulipoka Lodges
785,San Juan,AR,74.39,clear sky,-31.5375,-68.5364,Hotel Provincial
786,Bandarbeyla,SO,85.68,scattered clouds,9.4942,50.8122,JABIR HOTEL
789,Dennery,LC,78.89,broken clouds,13.8996,-60.8879,The Fox Grove Inn
794,Panaba,MX,67.91,clear sky,21.2833,-88.2667,Hotel California
795,Itarema,BR,80.89,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
796,Honiara,SB,82.02,overcast clouds,-9.4333,159.95,Heritage Park Hotel
800,Alugan,PH,82.08,overcast clouds,12.2188,125.4808,JM Lodge
802,Hasaki,JP,61.29,few clouds,35.7333,140.8333,Hotel Sunrise Choshi
806,Vilhena,BR,68.99,light rain,-12.7406,-60.1458,Hotel Mirage
807,Santo Antonio Do Ica,BR,72.86,overcast clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
808,Pacasmayo,PE,65.37,overcast clouds,-7.4006,-79.5714,Hotel Libertad
809,Tautira,PF,78.82,light rain,-17.7333,-149.15,Pension Oaoa
814,Kalmunai,LK,84.29,overcast clouds,7.4167,81.8167,VS Villa
815,Dhanera,IN,85.44,clear sky,24.5167,72.0167,Umiyaji tilesh & senetry
817,Viedma,AR,66.33,broken clouds,-40.8135,-62.9967,Hotel Cristal
818,Kasane,BW,84.88,broken clouds,-17.8167,25.15,The Old House
819,Puerto Palomas,MX,60.13,overcast clouds,31.7667,-107.6167,Hotel San Carlos
820,Bourail,NC,77.47,light rain,-21.5667,165.4833,Motel Allamanda
822,Marsala,IT,60.93,overcast clouds,37.7966,12.4352,Villa Favorita Hotel e Resort
824,San-Pedro,CI,79.18,overcast clouds,4.7485,-6.6363,Hotel Maria
825,Sao Joao Da Barra,BR,70.86,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
830,Kabare,CD,72.36,light rain,-2.4683,28.8242,Hôtel Panorama
831,Dilla,ET,75.76,scattered clouds,6.41,38.31,Afomiya Pension
832,Gundlupet,IN,83.57,scattered clouds,11.8,76.6833,"1 BR Boutique stay in Melukamanahally, Chamrajnagar (4F3F), by GuestHouser"
834,Caico,BR,77.0,broken clouds,-6.4583,-37.0978,Pousada Paraíso do Seridó
835,Popondetta,PG,83.86,light rain,-8.7537,148.2534,Timos Transit House
838,Ravar,IR,63.46,clear sky,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
839,Monte Alegre,BR,73.47,scattered clouds,-2.0078,-54.0692,Hotel Shekinah
840,Sokoto,NG,76.87,clear sky,13.0609,5.239,Shukura Coral Hotel
846,Thabazimbi,ZA,78.21,clear sky,-24.5917,27.4116,Eagle's Rest
848,Gweta,BW,82.47,clear sky,-20.1833,25.2333,Gweta Lodge
850,Biloela,AU,79.92,overcast clouds,-24.4167,150.5,Biloela Silo Motor Inn
855,Alyangula,AU,88.16,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
856,Aguada De Pasajeros,CU,62.74,clear sky,22.385,-80.8508,El Bosque
862,Guayaramerin,BO,72.91,overcast clouds,-10.8368,-65.3614,Hostal Funf
863,Hirara,JP,69.96,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
864,Gamboma,CG,73.53,light rain,-1.8764,15.8644,Residence N'Keni
867,Port Keats,AU,89.29,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
868,Jipijapa,EC,69.3,overcast clouds,-1.3333,-80.5833,Hotel Los Ceibos Jipijapa
869,Yulara,AU,76.84,scattered clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
873,Chas,IN,80.15,clear sky,23.6333,86.1667,Hotel Vaibhav
875,Tabora,TZ,86.74,overcast clouds,-5.0167,32.8,Barcelona Lodge
879,Christchurch,NZ,60.91,overcast clouds,-43.5333,172.6333,The George
881,Moron,AR,71.35,clear sky,-34.6534,-58.6198,Hotel Morón
884,Bocana De Paiwas,NI,67.73,overcast clouds,12.7857,-85.1227,Guapinol Cabaña Monge
885,Sao Miguel Do Araguaia,BR,72.9,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
886,Bosaso,SO,81.43,overcast clouds,11.2842,49.1816,Red Sea Hotel
888,Chitungwiza,ZW,77.45,overcast clouds,-18.0127,31.0756,Damview Hotel
889,San Andres,CO,80.62,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
891,Wanning,CN,73.13,overcast clouds,18.8003,110.3967,Paradise Hotel
894,Sungaipenuh,ID,78.94,overcast clouds,-2.0833,101.3833,penginapan citra alam
895,Dabakala,CI,73.78,overcast clouds,8.3667,-4.4333,Hôtel Campement
896,Clocolan,ZA,62.02,scattered clouds,-28.9137,27.5656,Orsmond Gastehuis
901,Port Shepstone,ZA,66.65,scattered clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
902,Belmonte,BR,73.9,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
903,Harper,LR,79.47,overcast clouds,4.375,-7.7169,Screensaver
904,Maceio,BR,74.64,scattered clouds,-9.6658,-35.7353,Poutur Pousada
905,Kuala Terengganu,MY,76.3,light rain,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
907,Kanigiri,IN,84.76,broken clouds,15.4,79.5167,COMFORT INN Lodge
909,Nuevo Progreso,MX,70.59,few clouds,23.1667,-97.95,Balneario Rio el Paraiso
910,Inongo,CD,71.51,light rain,-1.95,18.2667,Hotel Du Lac
912,Zambezi,ZM,75.74,overcast clouds,-13.5432,23.1047,Royal Kutachika Lodge
915,Onverwacht,SR,77.86,fog,5.5833,-55.1833,"Overtoom, District Para, Paramaribo"
916,Aswan,EG,70.99,clear sky,24.0934,32.907,Nuba Nile
918,Tezu,IN,78.73,few clouds,27.9167,96.1667,Circuit House
924,Kokopo,PG,82.76,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
928,Castelo Do Piaui,BR,74.82,overcast clouds,-5.3222,-41.5525,Nobre Hotel
931,San Rafael Del Sur,NI,75.4,broken clouds,11.8485,-86.4384,Hospedaje El Chino
933,Noumea,NC,80.01,heavy intensity rain,-22.2763,166.4572,Hôtel Le Lagon
934,Jatiroto,ID,81.41,overcast clouds,-7.8833,111.1167,Mushola Al Huda
935,Chimoio,MZ,79.57,overcast clouds,-19.1164,33.4833,Predio Livraria Ahmed
936,Kodinar,IN,87.51,clear sky,20.7903,70.7031,residency of N.B vadhel
937,Manacapuru,BR,75.78,overcast clouds,-3.2997,-60.6206,Novo Hotel
938,Coahuayana,MX,72.79,few clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
939,Mana,GF,77.95,overcast clouds,5.6592,-53.7767,LE SAMANA
943,Locri,IT,61.16,overcast clouds,38.2414,16.2623,Grand Hotel President
944,Port Macquarie,AU,72.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
945,Mananjary,MG,87.98,few clouds,-21.2167,48.3333,Vahiny Lodge
947,Soyo,AO,79.79,overcast clouds,-6.1349,12.3689,Hotel Mpampa
953,Puerto Narino,CO,72.09,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
956,Champerico,GT,79.03,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
959,Daru,PG,84.97,clear sky,-9.0763,143.2092,Daru Lodge
960,Paita,PE,64.96,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
961,Cowra,AU,74.26,light rain,-33.8333,148.6833,Cowra Motor Inn
962,Sakakah,SA,63.97,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
966,Auki,SB,81.34,overcast clouds,-8.7676,160.7034,Auki Motel
970,Manicore,BR,73.31,scattered clouds,-5.8092,-61.3003,Hotel Durval
971,Gladstone,AU,80.53,light rain,-23.85,151.25,Highpoint International
972,Kutum,SD,66.96,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
974,Alamogordo,US,62.56,scattered clouds,32.8995,-105.9603,Fairfield Inn & Suites by Marriott Alamogordo
980,Springbok,ZA,69.73,overcast clouds,-29.6643,17.8865,Undulata Country Lodge
983,Vieques,PR,77.02,few clouds,18.425,-65.8329,"The St. Regis Bahia Beach Resort, Puerto Rico"
984,Batemans Bay,AU,75.99,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
986,Alice Springs,AU,80.15,broken clouds,-23.7,133.8833,Desert Palms Alice Springs
988,Xiamen,CN,69.85,clear sky,24.4798,118.0819,Xiamen Dongchen Hotel
990,Aden,YE,81.09,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
992,Camana,PE,66.07,moderate rain,-16.6228,-72.7111,Hostal Morales
995,Kathmandu,NP,68.22,few clouds,27.7167,85.3167,Hotel Shanker Kathmandu
996,Franca,BR,65.64,scattered clouds,-20.5386,-47.4008,Imperador Palace Hotel
1007,Weligama,LK,83.66,overcast clouds,5.9667,80.4167,Weligama Bay Resort
1010,Manaure,CO,78.21,overcast clouds,11.7751,-72.4445,Hotel Palaaima
1014,Denpasar,ID,87.46,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
1016,Sidhi,IN,79.88,clear sky,24.4167,81.8833,Kamdhenu Sweets
1018,Ormara,PK,81.01,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
1019,Vung Tau,VN,84.11,overcast clouds,10.346,107.0843,Green hotel
1022,Miri,MY,86.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
1024,Bayji,IQ,65.21,broken clouds,34.9311,43.487,مروان /عدنان
1025,Mariakani,KE,86.09,few clouds,-3.8633,39.4736,The County Luxury Comfort Hotels Ltd
1031,Mathathane,BW,74.39,clear sky,-22.2687,28.7495,Selepswe Resort
1032,Bahia De Caraquez,EC,73.58,overcast clouds,-0.6,-80.4167,Saiananda Eco-Hotel
1035,Kumluca,TR,61.68,scattered clouds,36.3703,30.2869,TurkuazKöy
1038,Amahai,ID,85.42,broken clouds,-3.3333,128.9167,HOTEL ISABELA
1039,Calvinia,ZA,63.79,overcast clouds,-31.4707,19.776,Die Lemoenhuis
1045,Lhokseumawe,ID,84.13,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
1047,Mizan Teferi,ET,77.76,clear sky,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
1049,Bageshwar,IN,69.73,clear sky,29.85,79.7667,Danu Janral Store
1052,Bima,ID,86.47,light rain,-8.4667,118.7167,Lambitu Hotel
1053,Nicoya,CR,70.52,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
1054,Mayumba,GA,77.65,moderate rain,-3.432,10.6554,LIKWALE LODGE
1060,Marsh Harbour,BS,69.64,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
1066,Kralendijk,BQ,78.78,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
1067,Canton,CN,73.99,clear sky,23.1167,113.25,Guangzhou Hotel
1071,Salvador,SV,73.8,broken clouds,13.8333,-88.9167,Chico's Ranch
1072,Jacmel,HT,73.24,overcast clouds,18.2342,-72.5347,Historic Hotel Florita
1074,Kondoa,TZ,83.57,few clouds,-4.9,35.7833,Kinyuma Lodge
1075,That Phanom,TH,82.6,broken clouds,16.9364,104.7104,ณ ธาตุพนมเพลส Na That Panom Place Hotel
1076,Amuntai,ID,84.69,overcast clouds,-2.4177,115.2494,Hotel Balqis
1077,Puerto Vallarta,MX,70.7,few clouds,20.6204,-105.2307,Sheraton Buganvilias Resort & Convention Center
1078,Bataipora,BR,74.62,overcast clouds,-22.2953,-53.2711,Hotel Vale do Ivinhema
1079,Haifa,IL,70.21,clear sky,32.8156,34.9892,Dan Panorama Haifa Hotel
1080,Saint-Joseph,RE,84.56,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
1081,Vila Franca Do Campo,PT,67.19,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
1084,Chanika,TZ,89.01,scattered clouds,-5.4167,38.0167,New Rombo Green Hotel
1086,Torit,SS,89.92,few clouds,4.4133,32.5678,Diplomat Guest House
1087,Thap Than,TH,79.07,overcast clouds,15.4606,99.8917,ขวัญเรือน ขำสุข
1091,Kieta,PG,83.32,scattered clouds,-6.2167,155.6333,Uruna Bay Retreat
1095,Baculin,PH,80.83,light rain,7.4525,126.5842,Baculin Cove Beach Resort
1100,Grajau,BR,73.76,broken clouds,-5.8194,-46.1386,Hotel Confiança
1102,Namanga,KE,78.58,few clouds,-2.5433,36.7905,Hillsgate Home
1103,Martapura,ID,82.49,scattered clouds,-3.4167,114.85,Montana Hotel Syariah
1105,Sao Sebastiao,BR,71.51,overcast clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
1106,Sao Gabriel Da Cachoeira,BR,72.7,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1108,Narasannapeta,IN,84.54,scattered clouds,18.4167,84.05,G.lingaraju home
1110,Chepareria,KE,75.27,few clouds,1.3077,35.2039,Hamza Lodge
1112,Itaueira,BR,73.35,clear sky,-7.6033,-43.0256,Pousada e Restaurante Cheiro e Sabor
1114,Isiolo,KE,81.79,clear sky,0.3546,37.5822,Gaddisa Hotel
1115,Kilindoni,TZ,82.47,broken clouds,-7.9139,39.6668,Bustani B&B
1116,Pyapon,MM,87.42,few clouds,16.2833,95.6833,Aung Naing Thu Motel
1118,Coatzacoalcos,MX,72.43,few clouds,18.15,-94.4167,Parque Inn Hotel & Suites
1120,Itanagar,IN,75.83,scattered clouds,27.1,93.6167,Hotel Moomsie Itanagar
1122,Benguela,AO,79.68,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
1124,Bolgatanga,GH,76.93,broken clouds,10.7856,-0.8514,Mama's Place
1130,Tabas,IR,65.61,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
1131,Ritchie,ZA,65.41,few clouds,-29.038,24.6028,Riverside Country Club Modderrivier
1132,Salina Cruz,MX,74.41,clear sky,16.1667,-95.2,Amerik HOTEL
1135,Tianmen,CN,66.29,few clouds,30.6516,113.1603,Tianmen Luyu Hotel
1137,Plettenberg Bay,ZA,62.17,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
1138,Candelaria,PH,84.83,broken clouds,13.9311,121.4233,Casa de Provincia
1139,Mazatan,MX,75.27,broken clouds,14.8667,-92.45,Jose Luis Villalobos De La Cruz
1141,Loandjili,CG,79.38,light rain,-4.7561,11.8578,Résidence ARCHANGE
1142,Samana,DO,74.98,overcast clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
1144,High Rock,BS,66.22,overcast clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
1148,Tutoia,BR,79.97,scattered clouds,-2.7619,-42.2744,Pousada Guará's
1150,Dejen,ET,61.86,scattered clouds,10.1667,38.1333,MAFLAB International Hotel
1151,Rubidoux,US,61.11,clear sky,33.9961,-117.4056,Marriott Riverside at the Convention Center
1152,Bajos De Haina,DO,75.16,overcast clouds,18.4154,-70.0332,Familia García Santana
1155,Ewa Beach,US,75.15,clear sky,21.3156,-158.0072,Uncle Junior Robert
1157,Tiarei,PF,78.82,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1160,Najran,SA,74.05,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
1163,San Blas,MX,75.58,overcast clouds,21.5167,-105.2667,Hotel Posada del Rey
1164,Luwuk,ID,82.65,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
1165,Ilheus,BR,71.28,scattered clouds,-14.7889,-39.0494,Barravento Hotel
1168,Banepa,NP,66.52,few clouds,27.6298,85.5214,Dhulikhel Lodge Resort
1169,Morro Bay,US,60.78,overcast clouds,35.3658,-120.8499,Inn at Morro Bay
1172,Kuchinarai,TH,87.71,broken clouds,16.541,104.05,โรงแรมแสงชัย
1173,Gawler,AU,76.51,light rain,-34.6,138.7333,Eagle Foundry Bed & Breakfast
1174,Jibuti,DJ,81.82,broken clouds,11.5,42.5,Orchid Main Camp Goubet
1176,Rawah,IQ,64.4,broken clouds,34.4816,41.9093,ديوان الشيخ نامق محسن الراوي
1177,Tikamgarh,IN,81.1,clear sky,24.745,78.8333,White House
1178,Vanimo,PG,81.79,light rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
1179,Trujillo,PE,65.97,overcast clouds,-8.116,-79.03,Casa Andina Standard Trujillo Plaza
1181,Abnub,EG,67.84,broken clouds,27.2696,31.1511,Romany Adly Gad
1182,Baghmara,IN,79.92,clear sky,23.795,86.2085,Shankar tea shop
1183,Doha,QA,82.38,clear sky,25.2867,51.5333,Movenpick Hotel Doha
1184,Owando,CG,73.06,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
1188,Riberalta,BO,74.84,overcast clouds,-10.9833,-66.1,Hotel Colonial
1197,Maragogi,BR,76.73,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
1198,Ures,MX,67.28,overcast clouds,29.4333,-110.4,Hotel HACIENDA San Francisco
1199,Sabang,ID,82.56,overcast clouds,5.8933,95.3214,Hotel Citra
1202,Kang,BW,77.5,clear sky,-23.6752,22.7876,Kang Ultra Stop
1203,Kiunga,PG,80.92,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1204,Hit,IQ,66.47,overcast clouds,33.6416,42.8251,صالون زيرو
1205,Benalla,AU,73.15,overcast clouds,-36.55,145.9833,Rose City Motor Inn
1208,Sao Geraldo Do Araguaia,BR,73.06,broken clouds,-6.4006,-48.555,Hotel Por do Sol
1209,Campina Grande Do Sul,BR,62.53,overcast clouds,-25.3056,-49.0553,Chácara Espaço Dorigon
1211,Touba,CI,70.38,clear sky,8.2833,-7.6833,Hotel de L'Amitié Vraie
1212,Ojinaga,MX,63.55,clear sky,29.5667,-104.4167,Suites Las Palmas
1213,Taranagar,IN,82.27,clear sky,28.6709,75.0351,Jyani Plaza
1214,Sur,OM,86.14,clear sky,22.5667,59.5289,Sur Plaza Hotel
1215,Labuhan,ID,88.99,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
1217,Itapirapua,BR,71.92,light rain,-15.8233,-50.6133,Hotel Nossa Senhora Aparecida
1218,Burla,IN,88.54,clear sky,21.5,83.8667,VSSUT Guest House
1219,Huejuquilla El Alto,MX,60.01,overcast clouds,22.6,-103.8667,Hotel Huexuquillan
1222,Luanda,AO,78.57,overcast clouds,-8.8368,13.2343,Hotel Fórum
1223,Langsa,ID,86.63,overcast clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
1224,Talara,PE,67.42,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
1225,Niquero,CU,75.34,broken clouds,20.0431,-77.5828,Islazul Niquero
1226,Marawi,PH,76.64,overcast clouds,7.9986,124.2928,Derogongan Residence
1227,Pithapuram,IN,89.92,overcast clouds,17.1167,82.2667,Dhanamjay
1228,Buta,CD,80.83,few clouds,2.7858,24.73,HOTEL BISO NA BISO
1230,Yenagoa,NG,77.99,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1231,Khairagarh,IN,77.76,clear sky,26.95,77.8167,Saleem Bhai Fruit Co.
1233,Santa Cruz,BO,72.86,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
1234,Asuncion,PY,71.04,fog,-25.3007,-57.6359,"Crowne Plaza Asuncion, an IHG Hotel"
1236,Manjacaze,MZ,75.43,broken clouds,-24.7117,33.8828,Hotel Gani
1237,Kailua,US,75.18,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
1238,Dong Hoi,VN,64.45,overcast clouds,17.4833,106.6,Nam Long Hotel
1240,Rongcheng,CN,60.91,clear sky,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
1243,Aransas Pass,US,71.96,clear sky,27.9095,-97.15,Microtel Inn & Suites by Wyndham Aransas Pass/Corpus Christi
1248,Tanete,ID,88.81,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
1252,Biak,ID,81.18,moderate rain,-0.9131,122.8766,Penginapan Kim
1254,Chauk,MM,83.97,clear sky,20.8833,94.8167,Bo Khin Guest House
1257,Swellendam,ZA,66.58,overcast clouds,-34.0226,20.4417,De Kloof Luxury Estate boutique Hotel & SPA
1258,Lujan,AR,64.94,clear sky,-34.5703,-59.105,Hotel Biarritz
1260,Potchefstroom,ZA,70.2,clear sky,-26.7167,27.1,Melrose Place Guestrooms
1272,Kawalu,ID,85.44,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
1273,Diffa,NE,79.0,overcast clouds,13.3154,12.6113,ProDAF/Diffa
1275,Launceston,AU,73.04,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
1276,Kattivakkam,IN,89.69,overcast clouds,13.2167,80.3167,Euronova Freezer
1278,Puerto Colombia,CO,78.89,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
1280,Babu,CN,64.11,few clouds,24.4167,111.5167,IU Hotel Hezhou Bus Terminal
1282,Khash,IR,70.5,clear sky,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
1283,Mahibadhoo,MV,81.7,overcast clouds,3.7833,72.9667,Omadhoo Inn
1284,Bac Lieu,VN,85.39,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
1285,Meiganga,CM,76.68,clear sky,6.5167,14.3,DFR HOUSE
1293,Gold Coast,AU,78.28,broken clouds,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
1295,Charters Towers,AU,85.73,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
1297,General Jose Eduvigis Diaz,PY,70.09,few clouds,-27.1667,-58.4167,Hotel Tala Puera
1300,Itoman,JP,70.57,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1303,Manggar,ID,78.15,moderate rain,-2.8833,108.2667,Guest Hotel
1306,Marsabit,KE,74.64,broken clouds,2.3284,37.9899,Chicho Hotel
1309,Alwar,IN,78.82,clear sky,27.5667,76.6,Hotel Aashyana Alwar
1310,Jawhar,SO,88.65,clear sky,2.7809,45.5005,hantiwadaag village part one
1311,Pindobacu,BR,70.18,broken clouds,-10.7417,-40.3608,Hotel Valmont
1312,Capao Da Canoa,BR,61.95,clear sky,-29.7456,-50.0097,Hotel Araçá
1313,Kerema,PG,83.57,scattered clouds,-7.9631,145.7785,Frena Lodge
1315,Anuradhapura,LK,81.81,overcast clouds,8.3565,80.4173,Nilketha Villa Eco Hotel
1316,Rosarito,MX,60.1,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
1317,Vaitape,PF,80.89,scattered clouds,-16.5167,-151.75,Conrad Bora Bora Nui
1319,Sehithwa,BW,85.48,clear sky,-20.4667,22.7167,MONLEK GUEST HOUSE
1321,Vicosa,BR,62.19,few clouds,-20.7539,-42.8819,Vivant Residence
1329,Mudgee,AU,73.45,broken clouds,-32.5943,149.5871,Parklands Resort & Conference Centre
1330,Giyani,ZA,72.28,scattered clouds,-23.3025,30.7187,Kulani Country Lodge
1332,Marsaxlokk,MT,60.08,few clouds,35.8419,14.5431,Water's Edge
1333,Sikonge,TZ,87.21,few clouds,-5.6333,32.7667,Pretoria 2 Lodge
